You,4500,D:\Program Files\BlackJackGame.Client (7)\BlackJackGame.Client (2)\BlackJackGame.Client\BlackJackGame.Client\Images\Cards\player.png
You,4500,D:\Program Files\BlackJackGame.Client (7)\BlackJackGame.Client (2)\BlackJackGame.Client\BlackJackGame.Client\Images\Cards\player.png
You,4500,D:\Program Files\BlackJackGame.Client (7)\BlackJackGame.Client (2)\BlackJackGame.Client\BlackJackGame.Client\Images\Cards\player.png
You,4000,D:\Program Files\BlackJackGame.Client (7)\BlackJackGame.Client (2)\BlackJackGame.Client\BlackJackGame.Client\Images\Cards\player.png
You,4000,D:\Program Files\BlackJackGame.Client (7)\BlackJackGame.Client (2)\BlackJackGame.Client\BlackJackGame.Client\Images\Cards\player.png
You,4000,D:\Program Files\BlackJackGame.Client (7)\BlackJackGame.Client (2)\BlackJackGame.Client\BlackJackGame.Client\Images\Cards\player.png
You,3500,D:\Program Files\BlackJackGame.Client (7)\BlackJackGame.Client (2)\BlackJackGame.Client\BlackJackGame.Client\Images\Cards\player.png
You,3500,D:\Program Files\BlackJackGame.Client (7)\BlackJackGame.Client (2)\BlackJackGame.Client\BlackJackGame.Client\Images\Cards\player.png
You,3500,D:\Program Files\BlackJackGame.Client (7)\BlackJackGame.Client (2)\BlackJackGame.Client\BlackJackGame.Client\Images\Cards\player.png
You,3000,D:\Program Files\BlackJackGame.Client (7)\BlackJackGame.Client (2)\BlackJackGame.Client\BlackJackGame.Client\Images\Cards\player.png
